"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"1"	"salmon"	TRUE	0.00789	14	326	5	0.015	0.357	"GO:0061339"	"BP"	1	"establishment or maintenance of monopolar cell polarity"	1	"ENSG00000076826,ENSG00000100092,ENSG00000159753,ENSG00000180900,ENSG00000181392"	9.26112853880829
"2"	"salmon"	TRUE	0.0127	24	171	5	0.029	0.208	"REAC:R-HSA-203927"	"rea"	2	"MicroRNA (miRNA) biogenesis"	1	"ENSG00000005075,ENSG00000128191,ENSG00000139546,ENSG00000163882,ENSG00000177700"	NA
"3"	"green"	TRUE	0.000302	1297	166	54	0.325	0.042	"KEGG:01100"	"keg"	1	"Metabolic pathways"	1	"ENSG00000007541,ENSG00000060971,ENSG00000065357,ENSG00000067829,ENSG00000100577,ENSG00000103202,ENSG00000104524,ENSG00000105607,ENSG00000108479,ENSG00000108784,ENSG00000110921,ENSG00000117308,ENSG00000117448,ENSG00000118094,ENSG00000120915,ENSG00000125458,ENSG00000126088,ENSG00000126522,ENSG00000128928,ENSG00000129673,ENSG00000130005,ENSG00000130313,ENSG00000130707,ENSG00000136877,ENSG00000141959,ENSG00000144591,ENSG00000145020,ENSG00000145214,ENSG00000148334,ENSG00000148795,ENSG00000149809,ENSG00000157353,ENSG00000160211,ENSG00000161267,ENSG00000167792,ENSG00000168237,ENSG00000171097,ENSG00000174886,ENSG00000174915,ENSG00000175482,ENSG00000176974,ENSG00000177239,ENSG00000178814,ENSG00000179085,ENSG00000182870,ENSG00000185633,ENSG00000185813,ENSG00000186281,ENSG00000197858,ENSG00000198931,ENSG00000204228,ENSG00000204653,ENSG00000243708,ENSG00000256269"	NA
"4"	"yellowgreen"	TRUE	0.000258	11003	290	221	0.762	0.02	"GO:0005515"	"MF"	1	"protein binding"	1	"ENSG00000006071,ENSG00000006432,ENSG00000008300,ENSG00000008405,ENSG00000011007,ENSG00000016391,ENSG00000024048,ENSG00000025800,ENSG00000026508,ENSG00000034053,ENSG00000038358,ENSG00000039537,ENSG00000039560,ENSG00000047346,ENSG00000047457,ENSG00000049618,ENSG00000055118,ENSG00000062822,ENSG00000065802,ENSG00000065989,ENSG00000067606,ENSG00000068323,ENSG00000069482,ENSG00000070047,ENSG00000070061,ENSG00000071462,ENSG00000072518,ENSG00000077044,ENSG00000077454,ENSG00000081277,ENSG00000085733,ENSG00000086015,ENSG00000087086,ENSG00000087152,ENSG00000087245,ENSG00000087269,ENSG00000087274,ENSG00000088038,ENSG00000088247,ENSG00000088325,ENSG00000089094,ENSG00000089154,ENSG00000089902,ENSG00000090061,ENSG00000090863,ENSG00000092068,ENSG00000095787,ENSG00000096063,ENSG00000096696,ENSG00000099381,ENSG00000099985,ENSG00000100292,ENSG00000100503,ENSG00000100504,ENSG00000100650,ENSG00000102524,ENSG00000102606,ENSG00000102683,ENSG00000102970,ENSG00000103037,ENSG00000103995,ENSG00000104517,ENSG00000105063,ENSG00000105135,ENSG00000105321,ENSG00000105723,ENSG00000106404,ENSG00000108255,ENSG00000108551,ENSG00000108654,ENSG00000108821,ENSG00000110237,ENSG00000110514,ENSG00000111181,ENSG00000111361,ENSG00000112473,ENSG00000112655,ENSG00000115942,ENSG00000116191,ENSG00000116667,ENSG00000116679,ENSG00000116786,ENSG00000117281,ENSG00000120658,ENSG00000120709,ENSG00000120948,ENSG00000122966,ENSG00000123240,ENSG00000124466,ENSG00000125779,ENSG00000125875,ENSG00000125952,ENSG00000126217,ENSG00000126226,ENSG00000129116,ENSG00000130175,ENSG00000130939,ENSG00000131242,ENSG00000131504,ENSG00000131711,ENSG00000132510,ENSG00000133055,ENSG00000133107,ENSG00000134294,ENSG00000135945,ENSG00000136450,ENSG00000136813,ENSG00000137309,ENSG00000137875,ENSG00000138623,ENSG00000138668,ENSG00000139197,ENSG00000139211,ENSG00000139329,ENSG00000140521,ENSG00000140961,ENSG00000141391,ENSG00000141503,ENSG00000141551,ENSG00000142089,ENSG00000142186,ENSG00000142686,ENSG00000142748,ENSG00000143258,ENSG00000143375,ENSG00000143847,ENSG00000144597,ENSG00000145016,ENSG00000145191,ENSG00000145703,ENSG00000147251,ENSG00000148158,ENSG00000149131,ENSG00000149930,ENSG00000150054,ENSG00000150347,ENSG00000150477,ENSG00000150764,ENSG00000152207,ENSG00000154803,ENSG00000156030,ENSG00000156675,ENSG00000156711,ENSG00000159899,ENSG00000160299,ENSG00000160460,ENSG00000162065,ENSG00000162434,ENSG00000162510,ENSG00000162645,ENSG00000162989,ENSG00000163467,ENSG00000163644,ENSG00000163914,ENSG00000163931,ENSG00000164687,ENSG00000164692,ENSG00000165185,ENSG00000165494,ENSG00000166012,ENSG00000167074,ENSG00000167971,ENSG00000168394,ENSG00000168395,ENSG00000168878,ENSG00000169992,ENSG00000170011,ENSG00000170322,ENSG00000170500,ENSG00000170893,ENSG00000170962,ENSG00000171219,ENSG00000171435,ENSG00000171467,ENSG00000171603,ENSG00000171722,ENSG00000172216,ENSG00000172780,ENSG00000173039,ENSG00000173473,ENSG00000173757,ENSG00000174485,ENSG00000175063,ENSG00000175215,ENSG00000175793,ENSG00000175931,ENSG00000176986,ENSG00000177169,ENSG00000178199,ENSG00000178209,ENSG00000178252,ENSG00000181019,ENSG00000182541,ENSG00000183495,ENSG00000184058,ENSG00000185513,ENSG00000185624,ENSG00000186081,ENSG00000186847,ENSG00000186868,ENSG00000187486,ENSG00000187583,ENSG00000188037,ENSG00000196136,ENSG00000196220,ENSG00000196367,ENSG00000196821,ENSG00000196961,ENSG00000197063,ENSG00000197837,ENSG00000198837,ENSG00000198915,ENSG00000204256,ENSG00000211896,ENSG00000213995,ENSG00000224389,ENSG00000228716,ENSG00000242689,ENSG00000244731,ENSG00000255974,ENSG00000271303"	1.0162372433747
"5"	"yellowgreen"	TRUE	0.0239	99	124	8	0.065	0.081	"KEGG:04933"	"keg"	2	"AGE-RAGE signaling pathway in diabetic complications"	1	"ENSG00000067606,ENSG00000087245,ENSG00000108821,ENSG00000131504,ENSG00000156711,ENSG00000164692,ENSG00000173039,ENSG00000173757"	NA
"6"	"yellowgreen"	TRUE	0.048	40	124	5	0.04	0.125	"KEGG:04216"	"keg"	4	"Ferroptosis"	1	"ENSG00000047457,ENSG00000087086,ENSG00000100292,ENSG00000104635,ENSG00000151726"	NA
"7"	"yellowgreen"	TRUE	0.0323	276	183	15	0.082	0.054	"REAC:R-HSA-4839726"	"rea"	3	"Chromatin organization"	1	"ENSG00000049618,ENSG00000070061,ENSG00000087152,ENSG00000089094,ENSG00000089902,ENSG00000099381,ENSG00000103037,ENSG00000132510,ENSG00000150347,ENSG00000168395,ENSG00000173039,ENSG00000173473,ENSG00000183495,ENSG00000196367,ENSG00000197837"	NA
"8"	"yellowgreen"	TRUE	0.0323	276	183	15	0.082	0.054	"REAC:R-HSA-3247509"	"rea"	3	"Chromatin modifying enzymes"	2	"ENSG00000049618,ENSG00000070061,ENSG00000087152,ENSG00000089094,ENSG00000089902,ENSG00000099381,ENSG00000103037,ENSG00000132510,ENSG00000150347,ENSG00000168395,ENSG00000173039,ENSG00000173473,ENSG00000183495,ENSG00000196367,ENSG00000197837"	NA
"9"	"blue"	TRUE	7.53e-06	1403	616	91	0.148	0.065	"GO:0007399"	"BP"	6	"nervous system development"	1	"ENSG00000005810,ENSG00000006607,ENSG00000008086,ENSG00000066427,ENSG00000070182,ENSG00000073910,ENSG00000075043,ENSG00000078018,ENSG00000081842,ENSG00000081853,ENSG00000084112,ENSG00000100393,ENSG00000100888,ENSG00000102225,ENSG00000105887,ENSG00000106078,ENSG00000107263,ENSG00000109756,ENSG00000112852,ENSG00000113209,ENSG00000113456,ENSG00000115306,ENSG00000116106,ENSG00000120322,ENSG00000120868,ENSG00000125686,ENSG00000126953,ENSG00000132932,ENSG00000134313,ENSG00000137642,ENSG00000139174,ENSG00000142208,ENSG00000143858,ENSG00000144460,ENSG00000145375,ENSG00000145675,ENSG00000146950,ENSG00000151208,ENSG00000156172,ENSG00000156453,ENSG00000157087,ENSG00000160007,ENSG00000162813,ENSG00000165300,ENSG00000169306,ENSG00000169439,ENSG00000170315,ENSG00000171943,ENSG00000172379,ENSG00000172728,ENSG00000174989,ENSG00000177463,ENSG00000179295,ENSG00000180357,ENSG00000183454,ENSG00000184014,ENSG00000184564,ENSG00000185900,ENSG00000185920,ENSG00000186487,ENSG00000189056,ENSG00000196876,ENSG00000197479,ENSG00000197694,ENSG00000198646,ENSG00000204406,ENSG00000204956,ENSG00000204961,ENSG00000204963,ENSG00000204965,ENSG00000204967,ENSG00000204970,ENSG00000205476,ENSG00000213171,ENSG00000218336,ENSG00000240184,ENSG00000242419,ENSG00000243232,ENSG00000249158,ENSG00000250120,ENSG00000251664,ENSG00000253305,ENSG00000253485,ENSG00000253731,ENSG00000253873,ENSG00000254122,ENSG00000255408,ENSG00000257923,ENSG00000261934,ENSG00000262209,ENSG00000262576"	3.30888470485359
"10"	"blue"	TRUE	0.0219	2800	616	137	0.222	0.049	"GO:2000112"	"BP"	3	"regulation of cellular macromolecule biosynthetic process"	1	"ENSG00000001167,ENSG00000009954,ENSG00000010818,ENSG00000012174,ENSG00000020922,ENSG00000033800,ENSG00000050165,ENSG00000057935,ENSG00000066135,ENSG00000069275,ENSG00000072501,ENSG00000072736,ENSG00000073614,ENSG00000080561,ENSG00000082641,ENSG00000082805,ENSG00000083168,ENSG00000083828,ENSG00000088888,ENSG00000089022,ENSG00000091831,ENSG00000092847,ENSG00000100207,ENSG00000100393,ENSG00000100888,ENSG00000102349,ENSG00000102554,ENSG00000102908,ENSG00000104332,ENSG00000105887,ENSG00000107960,ENSG00000108509,ENSG00000108557,ENSG00000110367,ENSG00000114126,ENSG00000116604,ENSG00000116731,ENSG00000117713,ENSG00000118263,ENSG00000118900,ENSG00000119720,ENSG00000123908,ENSG00000124151,ENSG00000124177,ENSG00000124422,ENSG00000125107,ENSG00000125686,ENSG00000127080,ENSG00000127483,ENSG00000130119,ENSG00000132275,ENSG00000132466,ENSG00000132694,ENSG00000133816,ENSG00000134086,ENSG00000135913,ENSG00000137413,ENSG00000137486,ENSG00000139174,ENSG00000141027,ENSG00000142065,ENSG00000142208,ENSG00000143257,ENSG00000144021,ENSG00000144231,ENSG00000144893,ENSG00000145041,ENSG00000145414,ENSG00000145423,ENSG00000145675,ENSG00000147117,ENSG00000147649,ENSG00000148730,ENSG00000150455,ENSG00000156273,ENSG00000156650,ENSG00000157450,ENSG00000159210,ENSG00000159905,ENSG00000160007,ENSG00000160179,ENSG00000162924,ENSG00000163872,ENSG00000165671,ENSG00000165821,ENSG00000166326,ENSG00000167258,ENSG00000167637,ENSG00000167658,ENSG00000168916,ENSG00000169047,ENSG00000169057,ENSG00000169925,ENSG00000170315,ENSG00000170653,ENSG00000171681,ENSG00000172379,ENSG00000172534,ENSG00000172888,ENSG00000174282,ENSG00000175221,ENSG00000177463,ENSG00000178187,ENSG00000178694,ENSG00000178951,ENSG00000179909,ENSG00000180357,ENSG00000181315,ENSG00000182568,ENSG00000183718,ENSG00000185630,ENSG00000185920,ENSG00000186260,ENSG00000186487,ENSG00000188033,ENSG00000188283,ENSG00000188529,ENSG00000189056,ENSG00000189144,ENSG00000196110,ENSG00000196967,ENSG00000197013,ENSG00000197928,ENSG00000197951,ENSG00000198093,ENSG00000198482,ENSG00000198538,ENSG00000198646,ENSG00000204120,ENSG00000213020,ENSG00000213793,ENSG00000214575,ENSG00000225830,ENSG00000233757,ENSG00000256771,ENSG00000257923,ENSG00000263002"	3.05532834713118
