"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"1"	"darkslateblue"	TRUE	0.00457	146	265	12	0.045	0.082	"GO:0031570"	"BP"	1	"DNA integrity checkpoint"	1	"ENSG00000079134,ENSG00000140464,ENSG00000140534,ENSG00000149716,ENSG00000160469,ENSG00000161010,ENSG00000172613,ENSG00000177595,ENSG00000197774,ENSG00000198563,ENSG00000198625,ENSG00000204569"	6.57380446822319
"2"	"darkslateblue"	TRUE	0.0144	136	265	11	0.042	0.081	"GO:0000077"	"BP"	1	"DNA damage checkpoint"	2	"ENSG00000079134,ENSG00000140464,ENSG00000149716,ENSG00000160469,ENSG00000161010,ENSG00000172613,ENSG00000177595,ENSG00000197774,ENSG00000198563,ENSG00000198625,ENSG00000204569"	6.67858341945637
"3"	"darkslateblue"	TRUE	0.0306	4	265	3	0.011	0.75	"GO:2000002"	"BP"	1	"negative regulation of DNA damage checkpoint"	3	"ENSG00000079134,ENSG00000198563,ENSG00000204569"	10.4397835351499
"4"	"darkslateblue"	TRUE	0.00744	103	265	10	0.038	0.097	"GO:0044774"	"BP"	1	"mitotic DNA integrity checkpoint"	2	"ENSG00000140464,ENSG00000140534,ENSG00000149716,ENSG00000160469,ENSG00000161010,ENSG00000172613,ENSG00000177595,ENSG00000197774,ENSG00000198625,ENSG00000204569"	7.07248770516346
"5"	"darkslateblue"	TRUE	0.031	96	265	9	0.034	0.094	"GO:0044773"	"BP"	1	"mitotic DNA damage checkpoint"	3	"ENSG00000140464,ENSG00000149716,ENSG00000160469,ENSG00000161010,ENSG00000172613,ENSG00000177595,ENSG00000197774,ENSG00000198625,ENSG00000204569"	7.14394666914561
"6"	"honeydew1"	TRUE	0.0179	2441	102	31	0.304	0.013	"GO:0002376"	"BP"	3	"immune system process"	1	"ENSG00000020633,ENSG00000072786,ENSG00000074966,ENSG00000090104,ENSG00000100298,ENSG00000101082,ENSG00000107099,ENSG00000113263,ENSG00000116824,ENSG00000124508,ENSG00000133805,ENSG00000134242,ENSG00000147813,ENSG00000147889,ENSG00000153563,ENSG00000154451,ENSG00000160654,ENSG00000160796,ENSG00000163599,ENSG00000168685,ENSG00000168918,ENSG00000172116,ENSG00000173193,ENSG00000179583,ENSG00000183813,ENSG00000188389,ENSG00000198502,ENSG00000204257,ENSG00000204305,ENSG00000204525,ENSG00000213903"	2.79342981270393
"7"	"honeydew1"	TRUE	0.0112	1140	102	20	0.196	0.018	"GO:0001775"	"BP"	3	"cell activation"	1	"ENSG00000020633,ENSG00000072786,ENSG00000074966,ENSG00000101082,ENSG00000107099,ENSG00000113263,ENSG00000116824,ENSG00000124508,ENSG00000133805,ENSG00000134242,ENSG00000147813,ENSG00000147889,ENSG00000153563,ENSG00000160654,ENSG00000160796,ENSG00000163599,ENSG00000172116,ENSG00000188389,ENSG00000204305,ENSG00000204525"	4.36846860655422
"8"	"honeydew1"	TRUE	0.00742	1011	102	19	0.186	0.019	"GO:0045321"	"BP"	3	"leukocyte activation"	2	"ENSG00000020633,ENSG00000072786,ENSG00000101082,ENSG00000107099,ENSG00000113263,ENSG00000116824,ENSG00000124508,ENSG00000133805,ENSG00000134242,ENSG00000147813,ENSG00000147889,ENSG00000153563,ENSG00000160654,ENSG00000160796,ENSG00000163599,ENSG00000172116,ENSG00000188389,ENSG00000204305,ENSG00000204525"	4.59045875520308
"9"	"honeydew1"	TRUE	0.00134	488	102	14	0.137	0.029	"GO:0046649"	"BP"	3	"lymphocyte activation"	3	"ENSG00000020633,ENSG00000101082,ENSG00000107099,ENSG00000113263,ENSG00000116824,ENSG00000124508,ENSG00000134242,ENSG00000147889,ENSG00000153563,ENSG00000160654,ENSG00000163599,ENSG00000172116,ENSG00000188389,ENSG00000204305"	4.74520999957904
"10"	"honeydew1"	TRUE	6.17e-06	316	102	14	0.137	0.044	"GO:0042110"	"BP"	3	"T cell activation"	4	"ENSG00000020633,ENSG00000101082,ENSG00000107099,ENSG00000113263,ENSG00000116824,ENSG00000124508,ENSG00000134242,ENSG00000147889,ENSG00000153563,ENSG00000160654,ENSG00000163599,ENSG00000172116,ENSG00000188389,ENSG00000204305"	5.20600468973947
"11"	"honeydew1"	TRUE	0.0366	145	102	7	0.069	0.048	"GO:0030217"	"BP"	3	"T cell differentiation"	5	"ENSG00000020633,ENSG00000113263,ENSG00000116824,ENSG00000134242,ENSG00000147889,ENSG00000153563,ENSG00000163599"	6.07668491036157
"12"	"honeydew1"	TRUE	0.0422	336	102	10	0.098	0.03	"GO:0051249"	"BP"	3	"regulation of lymphocyte activation"	4	"ENSG00000020633,ENSG00000101082,ENSG00000107099,ENSG00000116824,ENSG00000124508,ENSG00000134242,ENSG00000147889,ENSG00000163599,ENSG00000188389,ENSG00000204305"	5.38035807688425
"13"	"honeydew1"	TRUE	0.011	226	102	9	0.088	0.04	"GO:0050863"	"BP"	3	"regulation of T cell activation"	5	"ENSG00000020633,ENSG00000107099,ENSG00000116824,ENSG00000124508,ENSG00000134242,ENSG00000147889,ENSG00000163599,ENSG00000188389,ENSG00000204305"	5.71018577078679
"14"	"honeydew1"	TRUE	0.0472	415	102	11	0.108	0.027	"GO:0050865"	"BP"	3	"regulation of cell activation"	2	"ENSG00000020633,ENSG00000074966,ENSG00000101082,ENSG00000107099,ENSG00000116824,ENSG00000124508,ENSG00000134242,ENSG00000147889,ENSG00000163599,ENSG00000188389,ENSG00000204305"	5.20467224450569
"15"	"honeydew1"	TRUE	0.0132	1256	102	21	0.206	0.017	"GO:0002682"	"BP"	3	"regulation of immune system process"	1	"ENSG00000020633,ENSG00000072786,ENSG00000074966,ENSG00000101082,ENSG00000107099,ENSG00000113263,ENSG00000116824,ENSG00000124508,ENSG00000134242,ENSG00000147889,ENSG00000153563,ENSG00000154451,ENSG00000160654,ENSG00000163599,ENSG00000168918,ENSG00000172116,ENSG00000173193,ENSG00000188389,ENSG00000198502,ENSG00000204305,ENSG00000204525"	3.53403025883847
