"query.number"	"significant"	"p.value"	"term.size"	"query.size"	"overlap.size"	"precision"	"recall"	"term.id"	"domain"	"subgraph.number"	"term.name"	"relative.depth"	"intersection"	"IC"
"1"	"darkgreen"	TRUE	6.4e-05	12325	396	322	0.813	0.026	"GO:0005622"	"CC"	1	"intracellular"	1	"ENSG00000001497,ENSG00000004534,ENSG00000006025,ENSG00000007545,ENSG00000009830,ENSG00000011243,ENSG00000013619,ENSG00000015532,ENSG00000037042,ENSG00000037757,ENSG00000044090,ENSG00000044446,ENSG00000048140,ENSG00000056558,ENSG00000058453,ENSG00000061938,ENSG00000064547,ENSG00000068028,ENSG00000068400,ENSG00000068745,ENSG00000071894,ENSG00000073169,ENSG00000073331,ENSG00000073350,ENSG00000074582,ENSG00000074855,ENSG00000075413,ENSG00000075826,ENSG00000076928,ENSG00000078699,ENSG00000079974,ENSG00000082014,ENSG00000083807,ENSG00000086015,ENSG00000089094,ENSG00000090316,ENSG00000094631,ENSG00000099308,ENSG00000099326,ENSG00000099331,ENSG00000099949,ENSG00000099991,ENSG00000100038,ENSG00000100083,ENSG00000100197,ENSG00000100288,ENSG00000100359,ENSG00000100429,ENSG00000100968,ENSG00000101040,ENSG00000101940,ENSG00000102032,ENSG00000102125,ENSG00000102871,ENSG00000102901,ENSG00000102977,ENSG00000103091,ENSG00000103197,ENSG00000103365,ENSG00000104365,ENSG00000104518,ENSG00000104529,ENSG00000104852,ENSG00000104881,ENSG00000104907,ENSG00000104936,ENSG00000104946,ENSG00000104960,ENSG00000105221,ENSG00000105401,ENSG00000105426,ENSG00000105662,ENSG00000105705,ENSG00000106070,ENSG00000107819,ENSG00000108387,ENSG00000108465,ENSG00000108669,ENSG00000108773,ENSG00000108799,ENSG00000110274,ENSG00000110721,ENSG00000110931,ENSG00000111674,ENSG00000112659,ENSG00000114316,ENSG00000114388,ENSG00000115694,ENSG00000116039,ENSG00000117266,ENSG00000117385,ENSG00000117640,ENSG00000118960,ENSG00000119403,ENSG00000119688,ENSG00000120500,ENSG00000122085,ENSG00000122515,ENSG00000122678,ENSG00000122965,ENSG00000124357,ENSG00000124574,ENSG00000125755,ENSG00000125826,ENSG00000125967,ENSG00000126001,ENSG00000126215,ENSG00000126456,ENSG00000127054,ENSG00000127586,ENSG00000128159,ENSG00000128298,ENSG00000128335,ENSG00000128652,ENSG00000128709,ENSG00000128710,ENSG00000129219,ENSG00000129933,ENSG00000130175,ENSG00000130299,ENSG00000130640,ENSG00000130714,ENSG00000130827,ENSG00000131061,ENSG00000131165,ENSG00000131368,ENSG00000131748,ENSG00000132207,ENSG00000132740,ENSG00000132781,ENSG00000132793,ENSG00000133243,ENSG00000133247,ENSG00000133433,ENSG00000133612,ENSG00000134905,ENSG00000135473,ENSG00000135722,ENSG00000135912,ENSG00000135930,ENSG00000136011,ENSG00000136807,ENSG00000136878,ENSG00000137073,ENSG00000137269,ENSG00000137343,ENSG00000138002,ENSG00000138834,ENSG00000139437,ENSG00000140553,ENSG00000140983,ENSG00000141012,ENSG00000141084,ENSG00000141179,ENSG00000141252,ENSG00000141258,ENSG00000141503,ENSG00000141556,ENSG00000141562,ENSG00000141577,ENSG00000142102,ENSG00000142327,ENSG00000142330,ENSG00000143554,ENSG00000143919,ENSG00000144524,ENSG00000144645,ENSG00000145191,ENSG00000146067,ENSG00000147130,ENSG00000147454,ENSG00000147813,ENSG00000148308,ENSG00000148362,ENSG00000148384,ENSG00000149499,ENSG00000149541,ENSG00000150867,ENSG00000150967,ENSG00000151006,ENSG00000152767,ENSG00000154832,ENSG00000154930,ENSG00000155363,ENSG00000156873,ENSG00000157353,ENSG00000157379,ENSG00000158106,ENSG00000158805,ENSG00000159692,ENSG00000159733,ENSG00000160072,ENSG00000160360,ENSG00000160796,ENSG00000160948,ENSG00000160953,ENSG00000161010,ENSG00000161180,ENSG00000161558,ENSG00000163126,ENSG00000163161,ENSG00000163516,ENSG00000164535,ENSG00000164828,ENSG00000164877,ENSG00000165699,ENSG00000165915,ENSG00000166333,ENSG00000166888,ENSG00000167264,ENSG00000167543,ENSG00000167645,ENSG00000167685,ENSG00000167702,ENSG00000168306,ENSG00000168393,ENSG00000168395,ENSG00000168397,ENSG00000168502,ENSG00000168795,ENSG00000169062,ENSG00000169203,ENSG00000169228,ENSG00000169231,ENSG00000169246,ENSG00000169598,ENSG00000169683,ENSG00000169919,ENSG00000170037,ENSG00000170166,ENSG00000171045,ENSG00000171097,ENSG00000171163,ENSG00000171606,ENSG00000171703,ENSG00000172732,ENSG00000172830,ENSG00000172922,ENSG00000172932,ENSG00000174233,ENSG00000174915,ENSG00000174943,ENSG00000175727,ENSG00000176953,ENSG00000177239,ENSG00000178028,ENSG00000178035,ENSG00000178038,ENSG00000178188,ENSG00000178252,ENSG00000178605,ENSG00000178927,ENSG00000178950,ENSG00000178971,ENSG00000179335,ENSG00000179361,ENSG00000179526,ENSG00000179698,ENSG00000180900,ENSG00000181240,ENSG00000181404,ENSG00000182872,ENSG00000182979,ENSG00000183020,ENSG00000183426,ENSG00000183889,ENSG00000184009,ENSG00000184428,ENSG00000184787,ENSG00000185122,ENSG00000185324,ENSG00000185864,ENSG00000186815,ENSG00000187775,ENSG00000188130,ENSG00000188277,ENSG00000188827,ENSG00000196187,ENSG00000196405,ENSG00000197070,ENSG00000197119,ENSG00000197150,ENSG00000197183,ENSG00000197417,ENSG00000197530,ENSG00000197562,ENSG00000197586,ENSG00000197948,ENSG00000197976,ENSG00000198089,ENSG00000198276,ENSG00000198720,ENSG00000198722,ENSG00000203879,ENSG00000203896,ENSG00000204086,ENSG00000204305,ENSG00000204348,ENSG00000204351,ENSG00000204371,ENSG00000204498,ENSG00000204536,ENSG00000204991,ENSG00000205356,ENSG00000205560,ENSG00000205702,ENSG00000213339,ENSG00000213658,ENSG00000213780,ENSG00000215305,ENSG00000215915,ENSG00000225663,ENSG00000233954,ENSG00000243708,ENSG00000243716,ENSG00000247596,ENSG00000249115,ENSG00000250506,ENSG00000254206,ENSG00000254550,ENSG00000254852,ENSG00000266173"	0.535768712823952
"2"	"darkgreen"	TRUE	3.48e-05	12227	396	321	0.811	0.026	"GO:0044424"	"CC"	1	"intracellular part"	2	"ENSG00000001497,ENSG00000004534,ENSG00000006025,ENSG00000007545,ENSG00000009830,ENSG00000011243,ENSG00000013619,ENSG00000015532,ENSG00000037042,ENSG00000037757,ENSG00000044090,ENSG00000044446,ENSG00000048140,ENSG00000056558,ENSG00000058453,ENSG00000061938,ENSG00000064547,ENSG00000068028,ENSG00000068400,ENSG00000068745,ENSG00000071894,ENSG00000073169,ENSG00000073331,ENSG00000073350,ENSG00000074582,ENSG00000074855,ENSG00000075413,ENSG00000075826,ENSG00000076928,ENSG00000078699,ENSG00000079974,ENSG00000082014,ENSG00000083807,ENSG00000086015,ENSG00000089094,ENSG00000090316,ENSG00000094631,ENSG00000099326,ENSG00000099331,ENSG00000099949,ENSG00000099991,ENSG00000100038,ENSG00000100083,ENSG00000100197,ENSG00000100288,ENSG00000100359,ENSG00000100429,ENSG00000100968,ENSG00000101040,ENSG00000101940,ENSG00000102032,ENSG00000102125,ENSG00000102871,ENSG00000102901,ENSG00000102977,ENSG00000103091,ENSG00000103197,ENSG00000103365,ENSG00000104365,ENSG00000104518,ENSG00000104529,ENSG00000104852,ENSG00000104881,ENSG00000104907,ENSG00000104936,ENSG00000104946,ENSG00000104960,ENSG00000105221,ENSG00000105401,ENSG00000105426,ENSG00000105662,ENSG00000105705,ENSG00000106070,ENSG00000107819,ENSG00000108387,ENSG00000108465,ENSG00000108669,ENSG00000108773,ENSG00000108799,ENSG00000110274,ENSG00000110721,ENSG00000110931,ENSG00000111674,ENSG00000112659,ENSG00000114316,ENSG00000114388,ENSG00000115694,ENSG00000116039,ENSG00000117266,ENSG00000117385,ENSG00000117640,ENSG00000118960,ENSG00000119403,ENSG00000119688,ENSG00000120500,ENSG00000122085,ENSG00000122515,ENSG00000122678,ENSG00000122965,ENSG00000124357,ENSG00000124574,ENSG00000125755,ENSG00000125826,ENSG00000125967,ENSG00000126001,ENSG00000126215,ENSG00000126456,ENSG00000127054,ENSG00000127586,ENSG00000128159,ENSG00000128298,ENSG00000128335,ENSG00000128652,ENSG00000128709,ENSG00000128710,ENSG00000129219,ENSG00000129933,ENSG00000130175,ENSG00000130299,ENSG00000130640,ENSG00000130714,ENSG00000130827,ENSG00000131061,ENSG00000131165,ENSG00000131368,ENSG00000131748,ENSG00000132207,ENSG00000132740,ENSG00000132781,ENSG00000132793,ENSG00000133243,ENSG00000133247,ENSG00000133433,ENSG00000133612,ENSG00000134905,ENSG00000135473,ENSG00000135722,ENSG00000135912,ENSG00000135930,ENSG00000136011,ENSG00000136807,ENSG00000136878,ENSG00000137073,ENSG00000137269,ENSG00000137343,ENSG00000138002,ENSG00000138834,ENSG00000139437,ENSG00000140553,ENSG00000140983,ENSG00000141012,ENSG00000141084,ENSG00000141179,ENSG00000141252,ENSG00000141258,ENSG00000141503,ENSG00000141556,ENSG00000141562,ENSG00000141577,ENSG00000142102,ENSG00000142327,ENSG00000142330,ENSG00000143554,ENSG00000143919,ENSG00000144524,ENSG00000144645,ENSG00000145191,ENSG00000146067,ENSG00000147130,ENSG00000147454,ENSG00000147813,ENSG00000148308,ENSG00000148362,ENSG00000148384,ENSG00000149499,ENSG00000149541,ENSG00000150867,ENSG00000150967,ENSG00000151006,ENSG00000152767,ENSG00000154832,ENSG00000154930,ENSG00000155363,ENSG00000156873,ENSG00000157353,ENSG00000157379,ENSG00000158106,ENSG00000158805,ENSG00000159692,ENSG00000159733,ENSG00000160072,ENSG00000160360,ENSG00000160796,ENSG00000160948,ENSG00000160953,ENSG00000161010,ENSG00000161180,ENSG00000161558,ENSG00000163126,ENSG00000163161,ENSG00000163516,ENSG00000164535,ENSG00000164828,ENSG00000164877,ENSG00000165699,ENSG00000165915,ENSG00000166333,ENSG00000166888,ENSG00000167264,ENSG00000167543,ENSG00000167645,ENSG00000167685,ENSG00000167702,ENSG00000168306,ENSG00000168393,ENSG00000168395,ENSG00000168397,ENSG00000168502,ENSG00000168795,ENSG00000169062,ENSG00000169203,ENSG00000169228,ENSG00000169231,ENSG00000169246,ENSG00000169598,ENSG00000169683,ENSG00000169919,ENSG00000170037,ENSG00000170166,ENSG00000171045,ENSG00000171097,ENSG00000171163,ENSG00000171606,ENSG00000171703,ENSG00000172732,ENSG00000172830,ENSG00000172922,ENSG00000172932,ENSG00000174233,ENSG00000174915,ENSG00000174943,ENSG00000175727,ENSG00000176953,ENSG00000177239,ENSG00000178028,ENSG00000178035,ENSG00000178038,ENSG00000178188,ENSG00000178252,ENSG00000178605,ENSG00000178927,ENSG00000178950,ENSG00000178971,ENSG00000179335,ENSG00000179361,ENSG00000179526,ENSG00000179698,ENSG00000180900,ENSG00000181240,ENSG00000181404,ENSG00000182872,ENSG00000182979,ENSG00000183020,ENSG00000183426,ENSG00000183889,ENSG00000184009,ENSG00000184428,ENSG00000184787,ENSG00000185122,ENSG00000185324,ENSG00000185864,ENSG00000186815,ENSG00000187775,ENSG00000188130,ENSG00000188277,ENSG00000188827,ENSG00000196187,ENSG00000196405,ENSG00000197070,ENSG00000197119,ENSG00000197150,ENSG00000197183,ENSG00000197417,ENSG00000197530,ENSG00000197562,ENSG00000197586,ENSG00000197948,ENSG00000197976,ENSG00000198089,ENSG00000198276,ENSG00000198720,ENSG00000198722,ENSG00000203879,ENSG00000203896,ENSG00000204086,ENSG00000204305,ENSG00000204348,ENSG00000204351,ENSG00000204371,ENSG00000204498,ENSG00000204536,ENSG00000204991,ENSG00000205356,ENSG00000205560,ENSG00000205702,ENSG00000213339,ENSG00000213658,ENSG00000213780,ENSG00000215305,ENSG00000215915,ENSG00000225663,ENSG00000233954,ENSG00000243708,ENSG00000243716,ENSG00000247596,ENSG00000249115,ENSG00000250506,ENSG00000254206,ENSG00000254550,ENSG00000254852,ENSG00000266173"	0.550802445394251
"3"	"darkgreen"	TRUE	0.0493	760	396	36	0.091	0.047	"GO:0016301"	"MF"	6	"kinase activity"	1	"ENSG00000044446,ENSG00000061938,ENSG00000065357,ENSG00000068745,ENSG00000073331,ENSG00000075413,ENSG00000086015,ENSG00000099308,ENSG00000100288,ENSG00000104365,ENSG00000104936,ENSG00000105221,ENSG00000105401,ENSG00000110721,ENSG00000110931,ENSG00000114388,ENSG00000115694,ENSG00000124357,ENSG00000136807,ENSG00000141503,ENSG00000150867,ENSG00000156873,ENSG00000157353,ENSG00000163161,ENSG00000164896,ENSG00000166333,ENSG00000168393,ENSG00000178950,ENSG00000179335,ENSG00000180900,ENSG00000185324,ENSG00000188130,ENSG00000197417,ENSG00000198276,ENSG00000213780,ENSG00000250506"	3.59099652317734
"4"	"darkgreen"	TRUE	0.0253	97	160	9	0.056	0.093	"KEGG:00564"	"keg"	3	"Glycerophospholipid metabolism"	1	"ENSG00000065357,ENSG00000100288,ENSG00000102125,ENSG00000110721,ENSG00000129219,ENSG00000132793,ENSG00000174915,ENSG00000213398,ENSG00000243708"	NA
"5"	"darkgreen"	TRUE	0.0202	33	219	6	0.027	0.182	"REAC:R-HSA-5357905"	"rea"	2	"Regulation of TNFR1 signaling"	1	"ENSG00000056558,ENSG00000102871,ENSG00000104365,ENSG00000114316,ENSG00000125826,ENSG00000179526"	NA
"6"	"darkgreen"	TRUE	0.00475	26	219	6	0.027	0.231	"REAC:R-HSA-5357956"	"rea"	4	"TNFR1-induced NFkappaB signaling pathway"	1	"ENSG00000056558,ENSG00000102871,ENSG00000104365,ENSG00000114316,ENSG00000125826,ENSG00000179526"	NA
"7"	"darkgreen"	TRUE	0.00347	3	219	3	0.014	1	"REAC:R-HSA-165181"	"rea"	5	"Inhibition of TSC complex formation by PKB"	1	"ENSG00000103197,ENSG00000105221,ENSG00000165699"	NA
"8"	"magenta"	TRUE	0.048	3	470	3	0.006	1	"GO:2000361"	"BP"	22	"regulation of prostaglandin-E synthase activity"	1	"ENSG00000160255,ENSG00000167207,ENSG00000169896"	11.8260778962698
"9"	"magenta"	TRUE	0.048	3	470	3	0.006	1	"GO:2000363"	"BP"	22	"positive regulation of prostaglandin-E synthase activity"	2	"ENSG00000160255,ENSG00000167207,ENSG00000169896"	11.8260778962698
"10"	"magenta"	TRUE	0.0128	141	470	15	0.032	0.106	"GO:0008154"	"BP"	53	"actin polymerization or depolymerization"	1	"ENSG00000006747,ENSG00000015285,ENSG00000042493,ENSG00000100092,ENSG00000101336,ENSG00000102879,ENSG00000103490,ENSG00000111229,ENSG00000115956,ENSG00000123338,ENSG00000124126,ENSG00000146376,ENSG00000180353,ENSG00000204472,ENSG00000262246"	6.51287191722804
